number,Filename,category,class,duration,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
207,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1184.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
208,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1185.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
209,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1186.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
210,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1187.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
211,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1188.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
212,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1189.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
213,CAMERA 4_OZ/good_cropped_png/OZ_Cropped119.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
214,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1190.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
215,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1191.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
216,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1192.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
217,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1193.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
218,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1194.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
219,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1195.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
220,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1196.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
221,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1197.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
222,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1198.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
223,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1199.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
224,CAMERA 4_OZ/good_cropped_png/OZ_Cropped12.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
225,CAMERA 4_OZ/good_cropped_png/OZ_Cropped120.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
226,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1200.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
227,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1201.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
228,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1202.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
229,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1203.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
230,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1204.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
231,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1205.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
232,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1206.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
233,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1207.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
234,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1208.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
235,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1209.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
236,CAMERA 4_OZ/good_cropped_png/OZ_Cropped121.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
237,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1210.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
238,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1211.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
239,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1212.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
240,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1213.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
241,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1214.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
242,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1215.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
243,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1216.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
244,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1217.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
245,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1218.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
246,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1219.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
247,CAMERA 4_OZ/good_cropped_png/OZ_Cropped122.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
248,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1220.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
249,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1221.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
250,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1222.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
251,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1223.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
252,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1224.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
253,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1225.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
254,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1226.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
255,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1227.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
256,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1228.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
257,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1229.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
258,CAMERA 4_OZ/good_cropped_png/OZ_Cropped123.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
259,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1230.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
260,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1231.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
261,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1232.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
262,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1233.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
263,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1234.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
264,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1235.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
265,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1236.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
266,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1237.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
267,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1238.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
268,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1239.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
269,CAMERA 4_OZ/good_cropped_png/OZ_Cropped124.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
270,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1240.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
271,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1241.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
272,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1242.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
273,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1243.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
274,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1244.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
275,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1245.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
276,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1246.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
277,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1247.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
278,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1248.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
279,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1249.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
280,CAMERA 4_OZ/good_cropped_png/OZ_Cropped125.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
281,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1250.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
282,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1251.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
283,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1252.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
284,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1253.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
285,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1254.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
286,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1255.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
287,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1256.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
288,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1257.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
289,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1258.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
290,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1259.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
291,CAMERA 4_OZ/good_cropped_png/OZ_Cropped126.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
292,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1260.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
293,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1261.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
294,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1262.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
295,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1263.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
296,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1264.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
297,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1265.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
298,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1266.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
299,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1267.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
300,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1268.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
301,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1269.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
302,CAMERA 4_OZ/good_cropped_png/OZ_Cropped127.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
303,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1270.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
304,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1271.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
305,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1272.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
306,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1273.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
307,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1274.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
308,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1275.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
309,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1276.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
310,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1277.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
311,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1278.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
312,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1279.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
313,CAMERA 4_OZ/good_cropped_png/OZ_Cropped128.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
314,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1280.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
315,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1281.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
316,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1282.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
317,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1283.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
318,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1284.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
319,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1285.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
320,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1286.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
321,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1287.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
322,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1288.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
323,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1289.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
324,CAMERA 4_OZ/good_cropped_png/OZ_Cropped129.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
325,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1290.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
326,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1291.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
327,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1292.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
328,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1293.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
329,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1294.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
330,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1295.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
331,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1296.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
332,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1297.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
333,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1298.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
334,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1299.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
335,CAMERA 4_OZ/good_cropped_png/OZ_Cropped13.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
336,CAMERA 4_OZ/good_cropped_png/OZ_Cropped130.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
337,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1300.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
338,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1301.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
339,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1302.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
340,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1303.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
341,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1304.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
342,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1305.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
343,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1306.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
344,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1307.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
345,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1308.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
346,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1309.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
347,CAMERA 4_OZ/good_cropped_png/OZ_Cropped131.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
348,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1310.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
349,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1311.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
350,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1312.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
351,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1313.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
352,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1314.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
353,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1315.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
354,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1316.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
355,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1317.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
356,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1318.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
357,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1319.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
358,CAMERA 4_OZ/good_cropped_png/OZ_Cropped132.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
359,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1320.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
360,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1321.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
361,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1322.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
362,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1323.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
363,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1324.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
364,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1325.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
365,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1326.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
366,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1327.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
367,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1328.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
368,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1329.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
369,CAMERA 4_OZ/good_cropped_png/OZ_Cropped133.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
370,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1330.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
371,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1331.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
372,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1332.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
373,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1333.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
374,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1334.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
375,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1335.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
376,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1336.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
377,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1337.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
378,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1338.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
379,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1339.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
380,CAMERA 4_OZ/good_cropped_png/OZ_Cropped134.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
381,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1340.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
382,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1341.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
383,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1342.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
384,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1343.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
385,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1344.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
386,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1345.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
387,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1346.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
388,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1347.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
389,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1348.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
390,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1349.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
391,CAMERA 4_OZ/good_cropped_png/OZ_Cropped135.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
392,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1350.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
393,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1351.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
394,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1352.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
395,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1353.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
396,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1354.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
397,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1355.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
398,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1356.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
399,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1357.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
400,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1358.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
401,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1359.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
402,CAMERA 4_OZ/good_cropped_png/OZ_Cropped136.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
403,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1360.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
404,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1361.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
405,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1362.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
406,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1363.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
407,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1364.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
408,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1365.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
409,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1366.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
410,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1367.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
411,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1368.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
412,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1369.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
413,CAMERA 4_OZ/good_cropped_png/OZ_Cropped137.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
