number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,Histogram 220,Histogram 221,Histogram 222,Histogram 223,Histogram 224,Histogram 225,Histogram 226,Histogram 227,Histogram 228,Histogram 229,Histogram 230,Histogram 231,Histogram 232,Histogram 233,Histogram 234,Histogram 235,Histogram 236,Histogram 237,Histogram 238,Histogram 239,Histogram 240,Histogram 241,Histogram 242,Histogram 243,Histogram 244,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
273,CAMERA 4_OZ/good/GOOD20230722204413777294.jpg,good,0,0.0470000000022992,3.4225535037295898,5.121926603482903,4.114327292292739,5.090174194861109,0.1116308896551272,0.106625486689198,0.11021608623077687,0.10672558163686596,0.49099110437547133,0.436898201902228,0.4725595227649238,0.4368693807276485,123.33237862295572,294.1124782900059,211.9270305964885,291.8886240541884,0.9919768229385059,0.9808426124658959,0.98623061206724,0.9809874660187383,1206.0,1155.0,1007.0,1067.0,1188.0,1391.0,1640.0,1666.0,1509.0,1777.0,2005.0,2403.0,2439.0,2440.0,2286.0,1951.0,2087.0,2568.0,2812.0,2895.0,3111.0,3112.0,2381.0,2629.0,4112.0,6767.0,6313.0,7264.0,5721.0,6793.0,36194.0,12952.0,1263.0,500.0,365.0
274,CAMERA 4_OZ/good/GOOD20230722204421408837.jpg,good,0,0.046999999998661224,3.436353185764551,5.133905409080933,4.121654804704978,5.110065381252823,0.11198469297332134,0.1072022013680292,0.11073876168939684,0.10719648265794597,0.48989920550934013,0.4377510526534221,0.4736680690065308,0.4375153202461505,126.62902042312606,297.7923330745479,213.86984860710163,296.7782059228337,0.9917543029175462,0.9805836801732859,0.9860915588875805,0.9806498021480385,1221.0,1078.0,948.0,1045.0,1179.0,1520.0,1583.0,1592.0,1526.0,1679.0,2007.0,2330.0,2410.0,2430.0,2318.0,1749.0,2007.0,2565.0,2912.0,2882.0,3293.0,3118.0,2360.0,2795.0,3762.0,7126.0,6734.0,7122.0,5515.0,7023.0,36143.0,12601.0,1181.0,532.0,386.0
275,CAMERA 4_OZ/good/GOOD20230722204436952436.jpg,good,0,0.0470000000022992,3.420371774489034,4.997800211161054,3.987761391150563,4.970770734480533,0.11130906602430099,0.1062446578881616,0.10967382169549536,0.1062947672635411,0.49203469776359066,0.43883784370466045,0.47397519419370365,0.43826290940431767,124.80585789408075,283.9207855549359,200.8107809327831,282.2804191847583,0.9918228168933049,0.9813733199648446,0.9868606044654075,0.9814809365292999,1209.0,1112.0,1012.0,1043.0,1223.0,1400.0,1616.0,1677.0,1614.0,1790.0,2104.0,2336.0,2548.0,2560.0,2268.0,1914.0,2173.0,2725.0,2861.0,3328.0,3622.0,3479.0,2315.0,2558.0,3843.0,6815.0,6480.0,6665.0,5712.0,7790.0,35293.0,12241.0,1076.0,463.0,309.0
276,CAMERA 4_OZ/good/GOOD20230722204501214847.jpg,good,0,0.06199999999807915,3.3807117524760835,5.0565796468098965,4.093883141340114,5.009075966205505,0.1061691704594257,0.10162976244948117,0.10481165190097337,0.10144317221379123,0.4879314100863093,0.4333525725653043,0.46903945477648606,0.4335025648034,118.56015164484629,286.3037668322352,208.17546408390575,282.86882840427313,0.9918158328007287,0.9802104207378394,0.9856529643782075,0.9804478468361063,1296.0,1196.0,1158.0,1069.0,1382.0,1744.0,1862.0,1715.0,1614.0,1843.0,2333.0,2595.0,2565.0,2752.0,2482.0,1969.0,2122.0,2738.0,3273.0,3734.0,3757.0,3105.0,2017.0,2568.0,3754.0,6776.0,6063.0,6366.0,5311.0,8910.0,33519.0,10296.0,1121.0,479.0,349.0
277,CAMERA 4_OZ/good/GOOD20230722204508700104.jpg,good,0,0.0470000000022992,3.391725571725178,4.989726153236492,4.039112676400169,4.953172423761557,0.1067563274336957,0.10243513598585965,0.10590090352413184,0.10255454073691957,0.4843682116386326,0.43138818377889054,0.46622664780072615,0.43096862594068086,117.37890424360052,277.9234458786299,200.68911879078078,271.5781133259188,0.9917556255793454,0.9804619491621004,0.9859306512146002,0.9809080267846924,1240.0,1177.0,1131.0,1232.0,1489.0,1827.0,1974.0,1871.0,1734.0,1839.0,2214.0,2625.0,2886.0,2861.0,2608.0,1994.0,2297.0,3019.0,3594.0,3882.0,3757.0,2956.0,2022.0,2661.0,3751.0,6103.0,6173.0,6421.0,5591.0,8844.0,32459.0,9014.0,1150.0,508.0,353.0
278,CAMERA 4_OZ/good/GOOD20230722204516784064.jpg,good,0,0.046999999998661224,3.335409074232244,4.888942509082977,3.9270648372336834,4.839449709839463,0.11035876089881706,0.1052602209124986,0.1085567330728543,0.10530969533389142,0.4910040784183768,0.4367277133435857,0.4720138482103919,0.4369674447038289,109.61867188454414,261.26162299347556,186.27978330517638,252.23865259263548,0.9924359390319172,0.9819479153767966,0.987165983898271,0.982571364865327,1175.0,1088.0,1130.0,1206.0,1473.0,1804.0,1889.0,1864.0,1639.0,1728.0,2182.0,2511.0,2987.0,2743.0,2363.0,2026.0,2179.0,2910.0,3396.0,3533.0,3466.0,2831.0,1933.0,2360.0,3496.0,6348.0,6363.0,6577.0,5568.0,8366.0,34821.0,11079.0,921.0,387.0,300.0
279,CAMERA 4_OZ/good/GOOD20230722204524589352.jpg,good,0,0.06199999999807915,3.4015262321140645,5.04906166022914,4.022816543154857,4.993483921700268,0.11479208195422134,0.10979641134906308,0.11341320370346007,0.1098916182399185,0.4948541327350757,0.44278126077509067,0.47943699351256003,0.44319804078672487,125.85021401490702,294.77280443687005,208.95010883651534,289.50722525304684,0.9920393297935367,0.9813295788947697,0.9867959261648184,0.981663091957193,1094.0,1039.0,946.0,1003.0,1167.0,1419.0,1606.0,1628.0,1507.0,1596.0,2026.0,2263.0,2521.0,2531.0,2308.0,1862.0,2003.0,2653.0,2753.0,2986.0,3300.0,3254.0,2331.0,2763.0,3853.0,6477.0,6503.0,6993.0,5536.0,7425.0,35832.0,12937.0,1240.0,534.0,372.0
280,CAMERA 4_OZ/good/GOOD20230722204539892201.jpg,good,0,0.0470000000022992,3.4188797847617103,5.004686187139801,3.948078851468054,4.948657712367554,0.11979765063392472,0.11486510778957013,0.11822513031826574,0.11490103791175561,0.5003692813172537,0.44762895040869927,0.4847253228725249,0.44901522065350763,126.33632138925047,289.30229459048894,202.46605767110987,284.5580555631017,0.9920997623652017,0.9818823481930707,0.9873497079602845,0.9821794577300202,1125.0,1061.0,969.0,987.0,1163.0,1399.0,1606.0,1559.0,1386.0,1596.0,2002.0,2248.0,2354.0,2511.0,2284.0,1855.0,1942.0,2554.0,2751.0,3093.0,3389.0,3257.0,2432.0,2676.0,3814.0,7147.0,6947.0,7239.0,5543.0,7243.0,36623.0,11532.0,1139.0,510.0,348.0
281,CAMERA 4_OZ/good/GOOD20230722204548044603.jpg,good,0,0.046999999998661224,3.366990338754641,5.005639102349905,4.042348423703595,4.947660703394389,0.1115196896869643,0.10650026575455039,0.10974000452474633,0.10662626896787969,0.48942228575304464,0.43613339444327637,0.47078932466229273,0.4368217760534237,114.72315029960889,279.1429960732572,201.82362364562204,271.9727133097532,0.9922133646419905,0.9810212196024642,0.9863135380259375,0.9815087232255854,1118.0,1123.0,1040.0,1230.0,1418.0,1752.0,1907.0,1794.0,1646.0,1768.0,2411.0,2733.0,2786.0,2934.0,2475.0,1900.0,2071.0,2861.0,3548.0,4019.0,3553.0,3080.0,2008.0,2309.0,3654.0,6193.0,6098.0,6033.0,5169.0,8608.0,34394.0,10338.0,1033.0,473.0,359.0
282,CAMERA 4_OZ/good/GOOD20230722204555463301.jpg,good,0,0.06300000000192085,3.391745138803597,5.0292292655213515,4.03063565436385,5.004105619261114,0.11433650639007813,0.10958544566977174,0.11290428769367104,0.10942520865844353,0.49435157608437996,0.44125766737998984,0.47684176049449756,0.4411191356794971,123.19219518159575,287.8149262287439,206.03642233469606,284.9755769546973,0.9920465932934017,0.9813943787814784,0.9867138593469577,0.9815779267919857,1040.0,1117.0,1025.0,965.0,1199.0,1433.0,1629.0,1635.0,1516.0,1641.0,1997.0,2324.0,2544.0,2677.0,2338.0,1804.0,1997.0,2508.0,2698.0,3054.0,3151.0,2933.0,2393.0,2670.0,4081.0,7100.0,6834.0,7215.0,5427.0,7364.0,35632.0,11985.0,1061.0,447.0,347.0
283,CAMERA 4_OZ/good/GOOD20230722204618215194.jpg,good,0,0.046999999998661224,3.3671566589209734,4.9980868206200935,4.021278156870757,4.930118734705873,0.10834191350908735,0.10364361696283139,0.1068484684626238,0.1036380045862022,0.4877885262408448,0.43330623150914815,0.46979495736532556,0.4350352850080808,116.6900672618209,277.81439955323594,199.62277496511416,271.6662543083776,0.992039905202647,0.9810172322915678,0.9863973749198118,0.9814373286336243,1216.0,1169.0,1095.0,1175.0,1385.0,1776.0,1959.0,1829.0,1644.0,1787.0,2295.0,2648.0,2853.0,2980.0,2501.0,1984.0,2081.0,2768.0,3632.0,3751.0,3681.0,2861.0,1978.0,2426.0,3517.0,6594.0,5837.0,6377.0,5763.0,9021.0,33412.0,10113.0,1219.0,522.0,347.0
284,CAMERA 4_OZ/good/GOOD20230722204633854436.jpg,good,0,0.0459999999984575,3.4439525498345325,5.130333814282953,4.104688531806472,5.0821246334715875,0.10848781268325512,0.10345926352338224,0.10691540287843627,0.10355695655325134,0.4871166901169349,0.4329396154844763,0.4694284938157191,0.4338407437178862,124.25861807507681,293.0350716891662,209.07609264554952,287.46137508855236,0.9918710731891918,0.9808043812116748,0.9863389341658566,0.9811694929867679,1162.0,997.0,963.0,1076.0,1271.0,1481.0,1724.0,1687.0,1545.0,1692.0,2025.0,2357.0,2442.0,2747.0,2502.0,1898.0,2067.0,2537.0,3277.0,3236.0,3505.0,3303.0,2365.0,2526.0,3797.0,6546.0,6749.0,6950.0,5492.0,7389.0,34756.0,12556.0,1225.0,529.0,343.0
285,CAMERA 4_OZ/good/GOOD20230722204641475310.jpg,good,0,0.06300000000192085,3.3727063715294774,5.01180243054709,4.053596497663615,4.967228535524525,0.10625332057325512,0.10191234804077166,0.10496292560199544,0.10182012703951235,0.48531547995299557,0.4322447796169947,0.46774060491132813,0.433321554235535,119.88943377765632,287.567795385397,207.09685230020816,282.18266821163564,0.9916974296984267,0.980052844921674,0.985676189322842,0.9804263845480534,1248.0,1169.0,1179.0,1169.0,1624.0,1783.0,1996.0,1967.0,1754.0,2006.0,2244.0,2591.0,2895.0,2995.0,2555.0,2031.0,2279.0,3053.0,3576.0,3584.0,3409.0,2802.0,2060.0,2531.0,3525.0,6278.0,5989.0,5807.0,5798.0,9800.0,31574.0,9049.0,1090.0,490.0,348.0
286,CAMERA 4_OZ/good/GOOD20230722204657869713.jpg,good,0,0.046999999998661224,3.356257796257403,4.96525901411342,4.0003301782955925,4.905854916822947,0.1031248679804719,0.09851929623842341,0.1019427861060848,0.09848599999169046,0.4857678485446202,0.433012245914352,0.4690384789581125,0.433203319306471,117.46926256572134,279.95906873978004,200.6001981069461,272.9903875597316,0.9919811866754953,0.9808594156089993,0.9863227661617336,0.9813358589363057,1232.0,1141.0,1128.0,1194.0,1519.0,1856.0,1959.0,1957.0,1813.0,1892.0,2268.0,2606.0,2950.0,3043.0,2571.0,1973.0,2330.0,3168.0,3873.0,3966.0,3495.0,2748.0,1983.0,2384.0,3980.0,6325.0,6322.0,6039.0,6260.0,10601.0,29478.0,8726.0,933.0,413.0,287.0
287,CAMERA 4_OZ/good/GOOD20230722204705337800.jpg,good,0,0.0470000000022992,3.4325865231743258,5.080128165871925,4.047839166482576,5.039194455945207,0.11884171890069226,0.11385238904450953,0.11721554204669477,0.11397835092158325,0.4967280924335295,0.44549621034918074,0.480295919880343,0.44492790456356046,123.80207655618149,287.3426232360018,203.3071000562193,282.80105874029675,0.9921390199431848,0.9817279724565675,0.9871017635864575,0.982016769122454,1070.0,1059.0,1038.0,1034.0,1184.0,1391.0,1529.0,1617.0,1436.0,1608.0,1890.0,2190.0,2482.0,2466.0,2096.0,1811.0,1901.0,2448.0,2735.0,3116.0,3340.0,3094.0,2295.0,2625.0,3776.0,6979.0,6654.0,6907.0,5224.0,7100.0,36979.0,12960.0,1241.0,534.0,371.0
288,CAMERA 4_OZ/good/GOOD20230722204713626137.jpg,good,0,0.06199999999807915,3.415651216827313,5.056315084232313,4.030158730158103,5.008973080758681,0.11095261560952543,0.1063694617278373,0.10973971226320603,0.10623992740204831,0.4916738025601946,0.4380405099906586,0.47446425280601195,0.437238894540096,121.65887978475077,280.755757298188,198.90667693885072,277.14581562443726,0.992208405104203,0.981999980988564,0.9872782233461468,0.9822314242165976,1164.0,1060.0,1008.0,1021.0,1190.0,1407.0,1708.0,1609.0,1586.0,1712.0,1907.0,2289.0,2614.0,2698.0,2440.0,2076.0,2151.0,2727.0,2870.0,3229.0,3710.0,3556.0,2399.0,2550.0,3912.0,6312.0,6317.0,6716.0,5745.0,7400.0,36428.0,11776.0,1313.0,540.0,363.0
289,CAMERA 4_OZ/good/GOOD20230722204721559077.jpg,good,0,0.0470000000022992,3.3861783050014522,5.027798667879374,4.066182405164822,4.968987386735018,0.10529966707477018,0.10062703812081325,0.10384312961483644,0.10076511022404294,0.4859382889710629,0.43207537989578276,0.4672168711297167,0.43239508471677524,115.49483918306345,284.2433412294357,207.07168048520853,276.75034111429846,0.9919015070393712,0.9800350634774012,0.9854988790602003,0.9805613634815381,1306.0,1300.0,1106.0,1273.0,1516.0,1913.0,2027.0,1919.0,1662.0,1860.0,2260.0,2721.0,2884.0,2882.0,2343.0,2023.0,2232.0,3128.0,3582.0,3852.0,3387.0,2801.0,1963.0,2414.0,3417.0,6298.0,5843.0,6426.0,5489.0,9071.0,32357.0,10752.0,1098.0,484.0,325.0
290,CAMERA 4_OZ/good/GOOD20230722204729556682.jpg,good,0,0.046999999998661224,3.3572606090249453,4.989143135704391,4.014926504756306,4.918441236487984,0.11062983984537252,0.10572021508786555,0.1090475308909554,0.10576215304137829,0.490040942769312,0.43795996208228655,0.47338973858540623,0.4385012769154902,116.91201663200678,282.86642529419805,202.72862034384204,273.10006344607393,0.992130318682572,0.9809263570421306,0.9863642190649947,0.9815849014370481,1213.0,1154.0,1158.0,1151.0,1464.0,1754.0,1924.0,1810.0,1642.0,1765.0,2218.0,2632.0,2985.0,2970.0,2595.0,1859.0,2123.0,2833.0,3775.0,3882.0,3678.0,3119.0,1823.0,2438.0,3527.0,6599.0,6135.0,6054.0,5697.0,9633.0,32924.0,9662.0,1014.0,482.0,361.0
291,CAMERA 4_OZ/good/GOOD20230722204737077029.jpg,good,0,0.06199999999807915,3.3660291060287126,5.007135840636342,3.9933793137177114,4.949074153461997,0.11802036090390379,0.11342753757318054,0.11669940981830319,0.11333619852393688,0.5000062016244755,0.4476910254998579,0.48369500738744897,0.4483719839116474,123.56176348292765,290.9311818843802,206.29275564357505,285.7540841848541,0.9922500926357367,0.9817290902307454,0.9870715683212357,0.9820542196456279,1031.0,1034.0,918.0,989.0,1173.0,1358.0,1469.0,1422.0,1452.0,1620.0,1933.0,2361.0,2424.0,2425.0,2294.0,1936.0,1920.0,2459.0,2740.0,3048.0,3551.0,3297.0,2395.0,2752.0,3984.0,7134.0,6634.0,6621.0,5868.0,7042.0,36041.0,12951.0,1280.0,528.0,372.0
292,CAMERA 4_OZ/good/GOOD20230722204744861027.jpg,good,0,0.0470000000022992,3.4418784395250874,5.041521626766887,4.014002005526742,5.006207421961093,0.1142525506139239,0.10922821010748643,0.11272301443770343,0.10936479594850043,0.4933289933097318,0.44083848701938966,0.47637537562591303,0.4402482091190856,126.77053197993165,290.3382995975817,205.39347225276032,286.90362573219426,0.9917246269012936,0.9810217464254418,0.9866078265120861,0.9812462573206685,1164.0,1051.0,991.0,1036.0,1216.0,1498.0,1710.0,1766.0,1698.0,1710.0,2016.0,2345.0,2671.0,2600.0,2383.0,1870.0,2039.0,2482.0,3193.0,3412.0,3567.0,3368.0,2123.0,2561.0,3782.0,6647.0,6591.0,6655.0,5311.0,7755.0,36366.0,11489.0,1086.0,449.0,339.0
293,CAMERA 4_OZ/good/GOOD20230722204752668942.jpg,good,0,0.046999999998661224,3.352273449920175,4.938550442040971,3.9307872918036133,4.8855546382974175,0.12062961047447608,0.11586531943860164,0.11926213498935712,0.1158704270245308,0.5012244252469477,0.449489355561109,0.4854264234236482,0.44930613975219835,121.22520484284257,281.9498947874418,199.39420109077966,275.2053177078669,0.9924220801738968,0.9823491389831898,0.9875441335004753,0.9827713685880035,1111.0,995.0,922.0,953.0,1116.0,1391.0,1471.0,1561.0,1485.0,1568.0,2001.0,2290.0,2520.0,2628.0,2315.0,1733.0,1972.0,2566.0,2806.0,3053.0,3468.0,3196.0,2314.0,2786.0,3816.0,7168.0,6584.0,7034.0,5410.0,7090.0,36666.0,12139.0,1044.0,451.0,320.0
294,CAMERA 4_OZ/good/GOOD20230722204815327036.jpg,good,0,0.06300000000192085,3.4105857894089318,5.007914830448216,3.9984640594803795,4.978484693341072,0.1130578883880358,0.10825617756397656,0.1117137202049366,0.10826890374966244,0.49329866162284514,0.44047901832885056,0.4766815736367883,0.4407415576775804,124.25396111042026,287.12844758114994,206.25949079166276,285.9598305820198,0.992031654736765,0.9815666938026215,0.9867910935208364,0.9816417176296118,1161.0,1065.0,1028.0,1095.0,1230.0,1470.0,1641.0,1586.0,1488.0,1603.0,1986.0,2336.0,2633.0,2623.0,2263.0,1746.0,1937.0,2499.0,2763.0,3146.0,3443.0,3242.0,2266.0,2609.0,3995.0,7349.0,6452.0,6543.0,5533.0,7127.0,37186.0,12619.0,1137.0,489.0,351.0
295,CAMERA 4_OZ/good/GOOD20230722204823164329.jpg,good,0,0.046999999998661224,3.4405283111161356,5.06777701294249,4.047137231882296,5.041536324687877,0.11150955728637896,0.1068672228999786,0.1103234356825226,0.10686243503938528,0.48935910697333035,0.437234485402725,0.47219536912270904,0.4368378597655465,123.86244833067256,287.6358565581433,203.5717245089806,282.471188400455,0.9918578717732323,0.9810731632824775,0.986639291575438,0.9814130055820072,1103.0,1110.0,1055.0,965.0,1193.0,1425.0,1651.0,1678.0,1573.0,1686.0,2046.0,2397.0,2592.0,2684.0,2425.0,1972.0,2054.0,2566.0,2909.0,2978.0,3168.0,3174.0,2346.0,2598.0,3892.0,6852.0,6689.0,7027.0,5575.0,8053.0,35437.0,11111.0,1296.0,508.0,428.0
296,CAMERA 4_OZ/good/GOOD20230722204830730709.jpg,good,0,0.0459999999984575,3.4378427296070697,5.066201885744183,4.071509281678127,5.035115782873465,0.10994517377343052,0.10526872075684739,0.10853007796906539,0.10534316428645192,0.4843821275855927,0.4315961403061085,0.4671241041211345,0.4324891390612693,119.84701968936241,284.97940576311,206.20540024943742,282.3437941703693,0.9918415888775947,0.9805777145200013,0.9859854976867206,0.9807573401341054,1256.0,1196.0,1163.0,1219.0,1411.0,1586.0,1744.0,1752.0,1796.0,1773.0,2053.0,2316.0,2596.0,2734.0,2343.0,1914.0,2040.0,2703.0,3088.0,3203.0,3394.0,3063.0,1994.0,2380.0,3792.0,6250.0,6313.0,6952.0,5337.0,7592.0,35787.0,10795.0,1166.0,533.0,338.0
297,CAMERA 4_OZ/good/GOOD20230722204901818849.jpg,good,0,0.06300000000192085,3.334430720312679,4.926253181488433,3.921495829969752,4.894275404744939,0.11893334714158094,0.11413655365612069,0.11759704803953962,0.11414080555287162,0.5019573184057678,0.45069256213687864,0.4866738702366453,0.44896077728071326,120.70856793443843,282.4768299524599,199.16440922539388,276.5265432205209,0.9924886411141851,0.9823965997649019,0.9876157771125258,0.9827674099261201,1119.0,1044.0,994.0,924.0,1142.0,1334.0,1481.0,1545.0,1474.0,1613.0,1910.0,2271.0,2402.0,2405.0,2211.0,1791.0,1866.0,2526.0,2761.0,3022.0,3469.0,3172.0,2411.0,2654.0,3843.0,7007.0,6907.0,6700.0,5806.0,7427.0,35984.0,12660.0,1207.0,516.0,362.0
298,CAMERA 4_OZ/good/GOOD20230722204909643290.jpg,good,0,0.046999999998661224,3.461942032529844,5.135460939051144,4.124357375204127,5.12005751786511,0.11332684097679474,0.1083287354339025,0.11164903519107192,0.10820641768748125,0.48991201609127455,0.4370330352723056,0.4726999146369876,0.4361411344590864,122.49824874647196,288.37115435027215,207.21804485529805,285.3508785682858,0.9919904635446177,0.9811201005154578,0.9864683990299734,0.9813178404846506,1146.0,1062.0,983.0,1015.0,1216.0,1439.0,1596.0,1637.0,1479.0,1742.0,2085.0,2272.0,2454.0,2503.0,2202.0,1873.0,1979.0,2408.0,2807.0,3056.0,3200.0,3086.0,2314.0,2683.0,3948.0,6682.0,6760.0,7184.0,5588.0,6621.0,36318.0,13082.0,1270.0,578.0,409.0
299,CAMERA 4_OZ/good/GOOD20230722204924800635.jpg,good,0,0.0470000000022992,3.4338583832697296,5.10363504082449,4.105309756156517,5.078883741895696,0.11161151235034057,0.10674045237451346,0.11017093535625987,0.10684927819427896,0.4907989282444916,0.4365400248834664,0.47085773744343384,0.4370482451653453,125.17783294605559,287.9411225782726,205.1420842810339,286.861310417702,0.9918002267355911,0.9811192557748483,0.9865833632040752,0.9811900607263384,1188.0,1123.0,969.0,1135.0,1282.0,1450.0,1637.0,1554.0,1497.0,1576.0,1938.0,2228.0,2480.0,2444.0,2149.0,1754.0,1929.0,2472.0,2782.0,2923.0,3071.0,3080.0,2211.0,2502.0,4023.0,7301.0,6709.0,6767.0,5779.0,7139.0,35957.0,13446.0,1247.0,515.0,427.0
300,CAMERA 4_OZ/good/GOOD20230722204932383882.jpg,good,0,0.06199999999807915,3.4436517060041987,5.039716232139868,4.053696774035095,5.001849488390762,0.1079336227632785,0.10282532041610441,0.10618544339878845,0.10296152237530753,0.48592912321764375,0.43287352076168106,0.46655188539930753,0.4320178987575584,120.13025559494906,283.6345018997574,202.84340010268804,277.9469503039292,0.9916232068285606,0.9801901682341873,0.9858746308258132,0.9805874028425254,1228.0,1258.0,1076.0,1164.0,1435.0,1739.0,1939.0,1835.0,1715.0,1759.0,2154.0,2666.0,2890.0,2752.0,2420.0,1850.0,2081.0,2808.0,3486.0,3687.0,3611.0,2793.0,1929.0,2358.0,3616.0,6535.0,5951.0,6413.0,5449.0,8532.0,33804.0,11357.0,976.0,451.0,303.0
301,CAMERA 4_OZ/good/GOOD20230722204947902543.jpg,good,0,0.0470000000022992,3.3694068729358984,4.9963745128261206,4.0432191160998014,4.958316696104196,0.10830741135391923,0.1036526928963508,0.10672139555858615,0.10356730003234212,0.4850165953314463,0.43249335716240717,0.46792753393564124,0.43183428793232737,116.6216852146149,281.7742178869303,205.240435835319,276.8763904846139,0.9920423511123013,0.9807413525137301,0.9860112016204629,0.9810761082344646,1219.0,1138.0,1086.0,1214.0,1433.0,1679.0,1918.0,1883.0,1824.0,1798.0,2124.0,2595.0,2735.0,2823.0,2374.0,1872.0,2055.0,2923.0,3629.0,3815.0,3658.0,3011.0,2039.0,2343.0,3545.0,6324.0,6019.0,6292.0,5334.0,8575.0,33744.0,10293.0,1227.0,504.0,372.0
302,CAMERA 4_OZ/good/GOOD20230722204955926825.jpg,good,0,0.046999999998661224,3.3868802739386736,5.039721131446846,4.056071612003129,4.984897886194917,0.10443904645980491,0.09973942881034277,0.10273313903366411,0.09976260200335596,0.485431297703294,0.4316825967911463,0.4671543384786225,0.4308098631720415,118.952241653406,283.0932999527725,203.05164966856444,276.2953204269773,0.9916589090411144,0.980115195555355,0.9857784126869124,0.9805926935869741,1333.0,1279.0,1291.0,1348.0,1642.0,1962.0,2141.0,2081.0,1783.0,1914.0,2572.0,2866.0,3025.0,2779.0,2440.0,2016.0,2378.0,3496.0,3697.0,3419.0,3281.0,2787.0,1905.0,2165.0,3323.0,6051.0,6083.0,6093.0,6051.0,10148.0,31529.0,8976.0,1008.0,439.0,321.0
303,CAMERA 4_OZ/good/GOOD20230722205003954967.jpg,good,0,0.06199999999807915,3.459667359666974,5.125356118378073,4.108261794701811,5.09808167634791,0.11042837542337881,0.10562615117213954,0.10910803283239165,0.10572084455308893,0.48846609452098344,0.4356328207021009,0.4715140837675187,0.4358118849824365,126.86755778401705,291.8595662644126,208.01181549144457,290.0411100850374,0.991711687786081,0.9809097636765187,0.9864290786382842,0.9810287070390882,1204.0,1088.0,1020.0,1011.0,1295.0,1454.0,1614.0,1681.0,1561.0,1637.0,2040.0,2304.0,2472.0,2585.0,2354.0,1859.0,1865.0,2614.0,2702.0,3016.0,3432.0,3095.0,2168.0,2645.0,3952.0,6970.0,6501.0,6974.0,5686.0,7046.0,35677.0,13084.0,1226.0,559.0,362.0
304,CAMERA 4_OZ/good/GOOD20230722205011145302.jpg,good,0,0.0470000000022992,3.412916717622204,5.0634509248677,4.022090150903047,5.0019107297282766,0.11272507705523899,0.10780458521023607,0.11120287068061718,0.10777509649012254,0.49555291020276043,0.4404982072235473,0.4771229775993991,0.44193629454983513,126.08771187475826,288.7381859336583,201.48854648173483,282.07829337546013,0.9919417659882972,0.9815236136078955,0.9871378422137742,0.9819497808217539,1048.0,1033.0,949.0,993.0,1141.0,1416.0,1632.0,1686.0,1482.0,1632.0,1978.0,2348.0,2514.0,2582.0,2463.0,1943.0,2216.0,2495.0,2838.0,3104.0,3429.0,3382.0,2373.0,2550.0,3793.0,6649.0,6751.0,7312.0,5536.0,7438.0,36782.0,11959.0,1184.0,532.0,339.0
305,CAMERA 4_OZ/good/GOOD20230722205026335992.jpg,good,0,0.06299999999828287,3.3895658554478314,5.016353886743689,4.015806980213123,4.989290114914226,0.1136381953878448,0.10915502991491556,0.11248837075000159,0.10917569046625676,0.4927719199435872,0.4416914198707519,0.4774982753773762,0.44134845142344636,120.57692063102704,280.7859688747595,199.60014919164206,276.5676018627725,0.9921730505473533,0.9817494655564912,0.9870593367033865,0.9820236510963147,1106.0,1030.0,994.0,1035.0,1183.0,1388.0,1555.0,1650.0,1498.0,1761.0,1968.0,2425.0,2614.0,2511.0,2400.0,1970.0,1946.0,2366.0,2738.0,2907.0,3320.0,3243.0,2264.0,2535.0,3960.0,7302.0,6292.0,7189.0,5614.0,7663.0,35745.0,11758.0,1197.0,549.0,373.0
306,CAMERA 4_OZ/good/GOOD20230722205033854874.jpg,good,0,0.0470000000022992,3.37482939953487,5.0184483404831495,4.047870961429607,4.944199343003827,0.10478826239102158,0.09998894381346556,0.10319760686229323,0.09991161707420805,0.4851282972649211,0.4307324338043376,0.4662507317659486,0.43178261098767784,115.3352305246305,276.9108399617367,198.69904615155664,268.3319182502071,0.9919960083489053,0.9807539654095195,0.9862296498755702,0.9813502231220548,1276.0,1256.0,1108.0,1161.0,1419.0,1772.0,1951.0,1872.0,1614.0,1753.0,2224.0,2680.0,2996.0,2875.0,2454.0,2039.0,2118.0,2963.0,3618.0,4040.0,3761.0,3070.0,2005.0,2321.0,3760.0,6613.0,5879.0,6070.0,5463.0,9267.0,32984.0,10891.0,1059.0,465.0,327.0
