number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,Histogram 220,Histogram 221,Histogram 222,Histogram 223,Histogram 224,Histogram 225,Histogram 226,Histogram 227,Histogram 228,Histogram 229,Histogram 230,Histogram 231,Histogram 232,Histogram 233,Histogram 234,Histogram 235,Histogram 236,Histogram 237,Histogram 238,Histogram 239,Histogram 240,Histogram 241,Histogram 242,Histogram 243,Histogram 244,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
205,CAMERA 4_OZ/good/GOOD20230722201714371433.jpg,good,0,0.030999999999039574,1.4859615259326748,2.20056972299073,1.7848735662142852,2.1818914835880325,0.5710696955697339,0.5696632354834145,0.5712041270591672,0.5696124673637294,0.7696379824730067,0.7434455225075052,0.7592385631488067,0.7442137575705322,47.93657398361276,108.63741713625049,77.2429125390812,107.64350162776762,0.9974047998114773,0.9941213488371755,0.9958185955036255,0.9941751321718059,2051.0,2077.0,1905.0,1838.0,2120.0,2457.0,2677.0,2495.0,2224.0,2209.0,2458.0,2892.0,3233.0,3235.0,2946.0,2341.0,2475.0,3246.0,3716.0,4156.0,3978.0,3512.0,2508.0,2905.0,3968.0,6589.0,6803.0,6967.0,5973.0,10101.0,66668.0,16301.0,1563.0,713.0,472.0
206,CAMERA 4_OZ/good/GOOD20230722201721968959.jpg,good,0,0.046999999998661224,1.4737718269490963,2.2186691081823526,1.8035820190296952,2.1928147071374857,0.5695298876931957,0.5680180278085236,0.569606611875754,0.5679547429542058,0.7686241126912673,0.7410174424071758,0.7565096590566489,0.7416237493854876,45.959993158749135,108.58677473037001,78.11249429742199,107.20174944422304,0.9975256746904877,0.9941568332659716,0.9957951052472956,0.9942313629100994,2216.0,2059.0,1892.0,1948.0,2292.0,2595.0,2663.0,2602.0,2337.0,2452.0,2969.0,3301.0,3658.0,3546.0,2910.0,2321.0,2642.0,3633.0,4446.0,4302.0,4001.0,3515.0,2402.0,2762.0,3837.0,6388.0,7163.0,6745.0,6688.0,11242.0,63281.0,15228.0,1679.0,684.0,488.0
207,CAMERA 4_OZ/good/GOOD20230722201730032880.jpg,good,0,0.0470000000022992,1.4832087242647112,2.1909998768925925,1.7717153284666225,2.1702948324634663,0.5711366863892331,0.569688185965642,0.5712489219044357,0.5696521934557607,0.769971861442369,0.7441270811882076,0.7597334733129104,0.744609681646188,47.250321703185385,107.8651946377384,76.51373826900885,106.47037611668226,0.9974469528094649,0.9941745421141294,0.9958661674105875,0.9942498718493621,2112.0,1978.0,1820.0,1861.0,2077.0,2397.0,2584.0,2509.0,2192.0,2286.0,2411.0,2710.0,2964.0,3092.0,2988.0,2306.0,2521.0,3224.0,3681.0,4011.0,4189.0,3453.0,2396.0,3015.0,4289.0,6733.0,6624.0,7077.0,6351.0,9570.0,66937.0,17149.0,1596.0,757.0,483.0
208,CAMERA 4_OZ/good/GOOD20230722201737509103.jpg,good,0,0.030999999999039574,1.4721177026332275,2.198335834908532,1.7835636079243702,2.171571572878347,0.5697404490872443,0.5683126194080873,0.5699079628661786,0.5682307741214093,0.7699702113028045,0.74298310166929,0.7585360620278143,0.7436867235145427,46.28565203938518,108.21960668899145,77.52152958808978,106.39029041364996,0.9975085746020605,0.9941776033071664,0.9958276321002631,0.9942760235967781,2113.0,2038.0,1817.0,1824.0,2063.0,2362.0,2583.0,2328.0,2095.0,2189.0,2592.0,3111.0,3322.0,3440.0,2983.0,2340.0,2470.0,3167.0,3749.0,4126.0,4500.0,3688.0,2540.0,2835.0,4351.0,6615.0,6964.0,7183.0,6184.0,10681.0,65237.0,17054.0,1657.0,674.0,474.0
209,CAMERA 4_OZ/good/GOOD20230722201816078062.jpg,good,0,0.046999999998661224,1.461437972375218,2.1702222718651893,1.759006777893127,2.1497797500500826,0.5692765257526061,0.567888612655563,0.5694848140919982,0.5678681970934161,0.7691111068534783,0.7422008314860483,0.7577314826027642,0.7427886250707032,44.58397348191773,99.87862324014257,69.6551371871539,98.7999520611285,0.9975938050855929,0.9946120984189986,0.9962410750333767,0.99467028678766,2152.0,2089.0,2007.0,2065.0,2364.0,2775.0,2722.0,2687.0,2168.0,2380.0,2683.0,3150.0,3574.0,3485.0,2926.0,2361.0,2522.0,3544.0,3946.0,4303.0,4187.0,3508.0,2427.0,2868.0,3859.0,6360.0,7062.0,6914.0,6466.0,11239.0,63339.0,15159.0,1588.0,663.0,378.0
210,CAMERA 4_OZ/good/GOOD20230722201902601295.jpg,good,0,0.031000000002677552,1.4661755603345497,2.1848632069674787,1.7592845737742457,2.160505673995204,0.571098168480289,0.569690534595504,0.5712301385454766,0.5696213647949918,0.7731306447016322,0.7460820633196444,0.7623416009079897,0.7468907778174256,46.637684877539904,106.55060938677885,76.03920180524491,105.89054274516837,0.9974982157854954,0.9942870705128167,0.9959214147434938,0.9943224613397794,1935.0,1735.0,1609.0,1634.0,1899.0,2101.0,2233.0,2238.0,1936.0,2090.0,2338.0,2596.0,2909.0,2950.0,2715.0,2298.0,2324.0,3011.0,3068.0,3338.0,3621.0,3439.0,2772.0,3232.0,4654.0,7197.0,6915.0,8373.0,6529.0,8716.0,68290.0,20178.0,1640.0,634.0,475.0
211,CAMERA 4_OZ/good/GOOD20230722201910618480.jpg,good,0,0.030999999999039574,1.4587014594745142,2.181982795801645,1.7557294382163469,2.1460269811295216,0.5701897288749755,0.5687765144097463,0.5704014556832808,0.5687100299238639,0.7733901635004498,0.746223939292911,0.7621512633060041,0.7473938276912373,46.56174420123129,107.638495761773,76.46201202422108,105.84408358007018,0.9975023002259011,0.9942287596638621,0.9958987510249989,0.9943249704469114,1833.0,1798.0,1658.0,1730.0,1949.0,2180.0,2363.0,2200.0,1996.0,2116.0,2361.0,2856.0,2887.0,3083.0,2833.0,2354.0,2378.0,2944.0,3186.0,3378.0,3813.0,3798.0,2822.0,3043.0,4608.0,6979.0,7078.0,8185.0,6809.0,9407.0,68315.0,18024.0,1751.0,724.0,499.0
212,CAMERA 4_OZ/good/GOOD20230722201918136038.jpg,good,0,0.046999999998661224,1.4634773260369167,2.175787425167796,1.7505344108441234,2.1493574310622803,0.5707688114080175,0.5693647997985252,0.5709339348250441,0.5692896140886506,0.7731455692452748,0.7465161317314835,0.7625836789589547,0.7471366043989661,46.73628160024062,108.64055517830474,77.64115126431655,107.36731071675665,0.9974954650845171,0.9941809164296173,0.9958397117718717,0.9942491148654289,1877.0,1860.0,1717.0,1730.0,1940.0,2069.0,2266.0,2179.0,1938.0,2106.0,2417.0,2795.0,3110.0,3109.0,2911.0,2321.0,2339.0,2865.0,3196.0,3414.0,3870.0,3838.0,2778.0,3084.0,4401.0,6521.0,7347.0,8492.0,7029.0,9498.0,68131.0,18076.0,1753.0,693.0,489.0
213,CAMERA 4_OZ/good/GOOD20230722201926111458.jpg,good,0,0.031000000002677552,1.4530288962741045,2.1528444162184024,1.7336255213759266,2.1315279060733316,0.5713536242680043,0.5698882941088976,0.5715204237394043,0.569884656582849,0.773269152103852,0.7466941653515771,0.7625431903303892,0.7471543029421274,45.535492409465476,104.53315489409565,74.21088862093778,103.15180003281951,0.9975559868147168,0.9943921466621775,0.996017274635355,0.9944662517198282,1961.0,1816.0,1683.0,1670.0,1888.0,1988.0,2121.0,1995.0,1785.0,1956.0,2265.0,2682.0,3122.0,3128.0,2743.0,2262.0,2339.0,2967.0,3147.0,3062.0,3536.0,3626.0,2726.0,3189.0,4499.0,7413.0,7312.0,8656.0,7292.0,9501.0,68271.0,17500.0,1634.0,820.0,552.0
214,CAMERA 4_OZ/good/GOOD20230722201933699197.jpg,good,0,0.030999999999039574,1.4584310659378947,2.1765864070366296,1.751635818560482,2.1466196952301977,0.5705246591651499,0.5690681897324564,0.5706797192248274,0.5689779218595615,0.7733604533253363,0.7463909029158324,0.7620155007993776,0.7468784959220663,44.89561506388264,106.25683516764134,76.14828760425351,104.49273537969663,0.997592090531202,0.9943038298299458,0.9959162898466759,0.9943983989235309,1871.0,1867.0,1739.0,1737.0,1929.0,2141.0,2281.0,2128.0,2065.0,2029.0,2507.0,2959.0,3020.0,3191.0,2807.0,2185.0,2469.0,2914.0,3296.0,3708.0,3822.0,3974.0,2680.0,2950.0,4275.0,6705.0,7643.0,8442.0,6733.0,9445.0,68057.0,17587.0,1831.0,767.0,560.0
215,CAMERA 4_OZ/good/GOOD20230722202057474862.jpg,good,0,0.046999999998661224,1.470473351577712,2.188231160130829,1.761894714545865,2.161289165399221,0.5700003304646882,0.5685216026277853,0.5702228419372337,0.5685203678787459,0.771417188577098,0.744903760033726,0.7609705671751776,0.7456197386484118,46.783846429534115,108.17218466921487,76.61776671660968,106.30515808023895,0.9974880259786533,0.994194686316936,0.9958865314422793,0.9942948846723342,1883.0,1801.0,1729.0,1691.0,1905.0,2070.0,2178.0,2177.0,1934.0,2010.0,2360.0,2707.0,2888.0,2962.0,2654.0,2402.0,2512.0,3040.0,3214.0,3303.0,3742.0,3837.0,2736.0,3113.0,4426.0,7180.0,7285.0,7668.0,6624.0,9336.0,67317.0,19739.0,1827.0,728.0,579.0
216,CAMERA 4_OZ/good/GOOD20230722202153873949.jpg,good,0,0.031000000002677552,1.4601536030762778,2.1650313355807342,1.744264859227855,2.1379279139001093,0.5708445475536335,0.5693549586383947,0.570909233517762,0.5693205837161887,0.7727294765622172,0.7458744889535435,0.7618772484379285,0.7465083799813711,46.46506140868443,106.77227712283106,75.61536105315922,104.75777967834789,0.9974999587507969,0.9942579237957552,0.9959319092432163,0.9943662608861522,1878.0,1763.0,1734.0,1756.0,1900.0,2088.0,2079.0,2142.0,1870.0,1980.0,2287.0,2696.0,3063.0,3011.0,2720.0,2231.0,2306.0,3063.0,3348.0,3334.0,3806.0,3537.0,2631.0,3150.0,4632.0,7853.0,7848.0,7950.0,6764.0,9698.0,67435.0,17071.0,1607.0,705.0,471.0
217,CAMERA 4_OZ/good/GOOD20230722202432419271.jpg,good,0,0.046999999998661224,1.4761336982026958,2.1887937085894773,1.7581473214280503,2.1587634043485915,0.5706215869350519,0.5691635428067189,0.5707535717855288,0.569065183791318,0.770955344340054,0.7446869512596767,0.761092610194012,0.7452197098889541,45.94870992966453,106.53970328426858,75.14076104664242,103.93522132209803,0.997536705324804,0.994291200672182,0.9959721148414783,0.9944307586436788,1947.0,1908.0,1660.0,1696.0,1877.0,2144.0,2262.0,2321.0,2107.0,2114.0,2423.0,2807.0,2989.0,3088.0,2764.0,2232.0,2377.0,2897.0,3356.0,3538.0,3691.0,3466.0,2579.0,2851.0,4050.0,7370.0,7009.0,7970.0,6328.0,9095.0,68127.0,19836.0,1816.0,740.0,566.0
218,CAMERA 4_OZ/good/GOOD20230722202513046979.jpg,good,0,0.046999999998661224,1.4717902984111886,2.1790436839270764,1.7530981165270951,2.14845246180276,0.5710850904801889,0.569676459663916,0.5712054050807213,0.5696482260216632,0.7715581849487314,0.7451515526857948,0.760924373085659,0.7459463029347534,45.848868745144316,104.71928424273841,73.69505099711073,101.92644475085541,0.9975378588594956,0.9943791601615067,0.9960428594507955,0.9945290666815104,2009.0,1825.0,1729.0,1691.0,1921.0,2062.0,2201.0,2156.0,2048.0,2064.0,2473.0,2799.0,2941.0,2956.0,2825.0,2351.0,2562.0,3122.0,3274.0,3416.0,3471.0,3344.0,2676.0,3025.0,4441.0,7669.0,7429.0,7872.0,6677.0,9667.0,67743.0,17687.0,1625.0,748.0,472.0
219,CAMERA 4_OZ/good/GOOD20230722202540203987.jpg,good,0,0.031000000002677552,1.4655810203293396,2.188483084005839,1.7526337656407893,2.143743360502414,0.5703015895364044,0.568897989872805,0.5705751732897061,0.5688388968428819,0.7723354307188561,0.7457055259247545,0.7619681452222546,0.7464510292710009,46.92368305319789,107.05786830011515,74.6658767270385,103.48880324749648,0.9974831502518715,0.9942604841354863,0.9959955128775112,0.9944518264984264,1978.0,1848.0,1737.0,1774.0,1992.0,2338.0,2352.0,2336.0,2025.0,2110.0,2457.0,2850.0,2929.0,2794.0,2686.0,2395.0,2354.0,2934.0,3260.0,3665.0,3871.0,3625.0,2706.0,2985.0,4385.0,7592.0,7561.0,7527.0,6219.0,9781.0,68323.0,18162.0,1598.0,680.0,469.0
220,CAMERA 4_OZ/good/GOOD20230722202547679022.jpg,good,0,0.046999999998661224,1.486006320042684,2.198276318912186,1.769743873826383,2.170174985183164,0.5706433561354172,0.5691789488591381,0.5707622704539123,0.5692176814484549,0.770585970742171,0.7441540076819095,0.759767399487629,0.7446897595174204,46.596683607016395,107.24897661025996,75.70312337067669,104.8679242206914,0.9974977209679171,0.9942434172280101,0.9959350660100091,0.9943712200807604,1931.0,1841.0,1703.0,1651.0,1887.0,2183.0,2307.0,2104.0,1925.0,2135.0,2454.0,2731.0,2832.0,2980.0,2710.0,2162.0,2507.0,2979.0,3458.0,3404.0,3755.0,3330.0,2646.0,3057.0,4345.0,7465.0,7083.0,7469.0,6693.0,9104.0,67726.0,19917.0,1776.0,713.0,510.0
221,CAMERA 4_OZ/good/GOOD20230722202616392286.jpg,good,0,0.046999999998661224,1.4734810724534118,2.1940914475523305,1.7637024243999089,2.155642483334468,0.5694760964589705,0.568038782942463,0.5696253874883842,0.56797501824348,0.7704579643926495,0.7438069196051907,0.75958481093133,0.7444218093245549,47.23311099169244,108.7077226489814,76.43958387641271,106.05727640129973,0.997460056266969,0.994157095028819,0.9958898748359417,0.9942995532201874,2042.0,1849.0,1709.0,1660.0,1907.0,2213.0,2464.0,2312.0,2003.0,1938.0,2418.0,2883.0,3035.0,3077.0,2888.0,2378.0,2559.0,3034.0,3155.0,3682.0,4062.0,3669.0,2672.0,2887.0,4442.0,7396.0,7131.0,7762.0,6585.0,10148.0,66567.0,18042.0,1761.0,702.0,520.0
222,CAMERA 4_OZ/good/GOOD20230722203641587800.jpg,good,0,0.031000000002677552,1.478835190253788,2.1847498819881594,1.7595118613133465,2.1571654406109526,0.5703997170115218,0.5690133718115971,0.5705724549917296,0.5689022133098343,0.7717861976855783,0.7451004119030386,0.7606621129320215,0.7454550736312588,46.16304648817355,105.41046144468807,74.68221128777807,103.45238516474465,0.997519859825385,0.9943394979980127,0.9959880226109064,0.9944446459553437,1892.0,1869.0,1670.0,1735.0,1928.0,2037.0,2215.0,2113.0,1973.0,1938.0,2406.0,2767.0,3103.0,3155.0,2852.0,2405.0,2509.0,3012.0,3256.0,3289.0,3613.0,3874.0,2776.0,3106.0,4453.0,7299.0,7345.0,8387.0,7069.0,9782.0,67571.0,16718.0,1728.0,778.0,482.0
223,CAMERA 4_OZ/good/GOOD20230722203806564921.jpg,good,0,0.046999999998661224,1.4725379528287108,2.1906990357603444,1.7651924204895733,2.1608921203276763,0.5707118584046734,0.5692486232755446,0.5708282241677195,0.5692216632903476,0.7726730178214277,0.7456908855151452,0.7611677998162707,0.7463957294386634,47.27742132528688,108.91169864365412,77.053713992418,106.92133208218453,0.9974590359972051,0.9941492875187622,0.9958590716998785,0.9942562095723917,1928.0,1837.0,1676.0,1640.0,1946.0,2064.0,2234.0,2195.0,1926.0,1953.0,2239.0,2580.0,2879.0,2918.0,2664.0,2210.0,2246.0,2945.0,3346.0,3401.0,3619.0,3666.0,2797.0,3146.0,4670.0,7465.0,7116.0,8143.0,6734.0,9425.0,67883.0,19111.0,1688.0,724.0,447.0
224,CAMERA 4_OZ/good/GOOD20230722203814774884.jpg,good,0,0.046999999998661224,1.459266679698637,2.1857323035717258,1.7712965980182518,2.156719478282133,0.5712317856824969,0.5697580016377112,0.5714172574504093,0.5697190114927293,0.7724837797087728,0.7459199997914022,0.7614914660622173,0.7464200988596591,45.82421488144865,105.47666850654473,74.70339546400267,103.24992071332335,0.9975340667452282,0.9943267332108822,0.9959803751407649,0.9944465031512988,1978.0,1937.0,1743.0,1764.0,1927.0,2221.0,2263.0,2223.0,2075.0,2112.0,2438.0,2753.0,2870.0,2996.0,2778.0,2182.0,2412.0,2828.0,3207.0,3612.0,3758.0,3503.0,2648.0,2900.0,4354.0,7731.0,7238.0,7439.0,6268.0,9787.0,67975.0,18365.0,1694.0,741.0,529.0
225,CAMERA 4_OZ/good/GOOD20230722203822868637.jpg,good,0,0.031000000002677552,1.4609818868917412,2.1675041029359687,1.7575501824812505,2.1369145113868826,0.5702398365334084,0.5688320910298601,0.5703633238582184,0.5687659855260334,0.7682925128406008,0.7418633160684001,0.7575677596814445,0.7422847183081438,44.528168165262734,104.89375090195777,75.36117374867612,102.69613333544105,0.9975927611648989,0.9943320134940679,0.9959262885092774,0.9944507628628839,2115.0,2060.0,1969.0,1969.0,2407.0,2639.0,2825.0,2605.0,2370.0,2318.0,2677.0,2932.0,3283.0,3291.0,3053.0,2535.0,2740.0,3469.0,3996.0,4275.0,3910.0,3388.0,2556.0,2843.0,3938.0,6815.0,6719.0,6434.0,6791.0,12071.0,62665.0,15319.0,1561.0,640.0,445.0
226,CAMERA 4_OZ/good/GOOD20230722203839447302.jpg,good,0,0.046999999998661224,1.4702102879863819,2.17726146518701,1.7621993938993707,2.154691042680512,0.5697571015042551,0.568302981386944,0.5699205522674704,0.5682821626870976,0.7708080626202727,0.7448428871761574,0.7602065292635573,0.745215997587059,46.18030280821543,105.04153482791034,74.13486134643294,103.1129931573362,0.9975173090211084,0.9943555905571567,0.9960148103924206,0.9944592207909884,1992.0,1846.0,1781.0,1685.0,1893.0,2144.0,2246.0,2112.0,1925.0,2091.0,2314.0,2658.0,2802.0,2961.0,2900.0,2161.0,2302.0,2889.0,3169.0,3462.0,3858.0,3761.0,2942.0,3209.0,4287.0,7217.0,7669.0,7574.0,6713.0,9321.0,67529.0,19076.0,1751.0,765.0,521.0
227,CAMERA 4_OZ/good/GOOD20230722203847163261.jpg,good,0,0.046999999998661224,1.4859598970559686,2.2150867343746445,1.7867602971840582,2.1901324108636087,0.5714140763947958,0.5699838385524363,0.5715381281212724,0.56993516402713,0.7714750978785403,0.7453360583736982,0.7606532554740904,0.7458062052573914,48.00274710063219,109.49311856488198,77.62196624085436,108.16670267525039,0.9974185643845958,0.9941146394987395,0.9958261236458656,0.9941859356293723,2008.0,1948.0,1818.0,1860.0,1910.0,2107.0,2195.0,2053.0,2014.0,2094.0,2396.0,2731.0,2872.0,2744.0,2624.0,2209.0,2419.0,3013.0,3155.0,3452.0,3539.0,3510.0,2635.0,3049.0,4309.0,7499.0,7070.0,7623.0,6579.0,9054.0,67760.0,19968.0,1821.0,761.0,527.0
228,CAMERA 4_OZ/good/GOOD20230722203854905183.jpg,good,0,0.031000000002677552,1.4742645621588757,2.179314359417292,1.7689072275803153,2.154151322275197,0.5707858786099769,0.5693872362261088,0.5709148276102141,0.5693092527861966,0.7692965807785777,0.7431149737699909,0.7584733679002801,0.7437790736643137,44.8899343562978,105.73017893121822,76.29368890117833,104.09999013506237,0.9975683172793308,0.9942753023308049,0.9958675602308305,0.9943635679338358,2023.0,1993.0,1932.0,1877.0,2112.0,2374.0,2418.0,2343.0,2209.0,2241.0,2610.0,2921.0,3129.0,3222.0,2949.0,2428.0,2416.0,3174.0,3686.0,4262.0,4367.0,3714.0,2503.0,2814.0,4036.0,7241.0,6696.0,6854.0,6144.0,10773.0,65637.0,16122.0,1476.0,623.0,425.0
229,CAMERA 4_OZ/good/GOOD20230722203902887197.jpg,good,0,0.046999999998661224,1.4752068673452607,2.191323546078221,1.771971128779459,2.168391135867879,0.5720600600187045,0.5706638858477896,0.5722513560221429,0.570620832954771,0.7719986361644995,0.745976776871168,0.7616465356034252,0.7467288798218613,47.288493614835765,108.3924501105605,77.49181601926833,106.9815850985453,0.9974510691694295,0.9941602769007278,0.9958234381407524,0.9942362882925957,1925.0,1866.0,1749.0,1716.0,1957.0,2169.0,2238.0,2249.0,2030.0,2119.0,2430.0,2789.0,2790.0,2973.0,2649.0,2177.0,2402.0,2966.0,3292.0,3488.0,3621.0,3738.0,2734.0,3051.0,4442.0,7859.0,7143.0,7965.0,6490.0,9718.0,67457.0,17168.0,1735.0,737.0,494.0
230,CAMERA 4_OZ/good/GOOD20230722203910701166.jpg,good,0,0.046999999998661224,1.470222504561841,2.1867978844927456,1.7619957312299155,2.154642940710891,0.5706828613757349,0.5692946091125191,0.570823292618696,0.5692041666333354,0.7721809193213743,0.7457187498329847,0.7613521502867852,0.7465011332004862,46.42498208238767,106.45174679454192,75.24541107270962,104.28098969399613,0.9975061390710727,0.9942843787855892,0.9959583376034746,0.9944009313618553,1906.0,1923.0,1636.0,1707.0,1793.0,2081.0,2310.0,2166.0,1990.0,2044.0,2451.0,2763.0,2801.0,2843.0,2599.0,2217.0,2384.0,2950.0,3182.0,3471.0,3688.0,3343.0,2690.0,3129.0,4513.0,7725.0,7347.0,7342.0,6593.0,9300.0,68125.0,19605.0,1730.0,775.0,490.0
231,CAMERA 4_OZ/good/GOOD20230722203918876086.jpg,good,0,0.031000000002677552,1.461980388325189,2.1692822452379117,1.7409076837846695,2.137029466941485,0.5696065272374357,0.56812683616886,0.5696981751268329,0.5680845985363472,0.7731266113525704,0.7465338616656321,0.7622902980056568,0.7468714485908343,46.83800006518719,105.39276318100512,73.08615664101202,102.3107134500894,0.9974914617243212,0.9943581127734158,0.9960860305217635,0.9945231011130712,2027.0,2035.0,1746.0,1790.0,1988.0,2179.0,2283.0,2182.0,2001.0,2079.0,2412.0,2851.0,3028.0,3042.0,2652.0,2307.0,2515.0,2993.0,3430.0,3660.0,3962.0,3776.0,2524.0,2807.0,4027.0,7082.0,7057.0,7747.0,6722.0,9263.0,68586.0,19512.0,1666.0,649.0,455.0
232,CAMERA 4_OZ/good/GOOD20230722203926291613.jpg,good,0,0.046999999998661224,1.4728230062558705,2.1841702124894575,1.7730814976532823,2.154532876881954,0.5704150522593194,0.5689993658777411,0.570597283766868,0.569001996233079,0.7689807938688631,0.7424083853236766,0.7576190440084687,0.7430045420703533,45.898507134511725,107.42674355377196,76.4797648917935,104.51111522383013,0.9975188744642168,0.9941955822934818,0.9958661353076955,0.9943531177836642,2100.0,1926.0,1773.0,1954.0,2282.0,2612.0,2588.0,2455.0,2245.0,2292.0,2732.0,3163.0,3294.0,3379.0,3178.0,2500.0,2653.0,3468.0,4353.0,4389.0,4112.0,3507.0,2365.0,2940.0,4265.0,6848.0,6864.0,6748.0,6318.0,11669.0,62508.0,16076.0,1440.0,610.0,443.0
233,CAMERA 4_OZ/good/GOOD20230722203934323356.jpg,good,0,0.046999999998661224,1.4630546325263687,2.160958973912625,1.737878812564667,2.1366617722242855,0.5713392239251218,0.5699048038504898,0.5715157036241806,0.5698532729136205,0.7730852307456236,0.7463438948578208,0.7621468223738562,0.7468756707129769,46.61339995442334,105.82764330518967,74.6245820841815,104.06806347181605,0.9974928926506023,0.9943107877456948,0.9959866798989935,0.9944053813966337,1980.0,1875.0,1784.0,1744.0,1910.0,2121.0,2306.0,2312.0,2091.0,2130.0,2481.0,2856.0,2949.0,2999.0,2574.0,2279.0,2478.0,3006.0,3334.0,3756.0,3987.0,3935.0,2619.0,2941.0,4696.0,7375.0,6957.0,7338.0,6307.0,9740.0,68005.0,18289.0,1523.0,598.0,432.0
234,CAMERA 4_OZ/good/GOOD20230722203941984643.jpg,good,0,0.031000000002677552,1.456326557207099,2.1818295217288015,1.7862625456199126,2.158062256994318,0.5697987513524044,0.5683662128942183,0.5699809924624671,0.5683507386210674,0.7690131369307156,0.7417716136062555,0.757560686425405,0.7429034232546498,43.689223351606266,104.99965431809247,76.60474045227275,103.27868487588681,0.9976467723107746,0.9943470714985494,0.9958742491770652,0.9944397243484437,2289.0,2115.0,2025.0,2085.0,2387.0,2718.0,2803.0,2622.0,2366.0,2474.0,2820.0,3098.0,3435.0,3516.0,3242.0,2547.0,2654.0,3608.0,4417.0,4072.0,3771.0,3353.0,2515.0,2850.0,3985.0,6487.0,6470.0,6655.0,7266.0,12596.0,60895.0,15458.0,1545.0,635.0,411.0
235,CAMERA 4_OZ/good/GOOD20230722203949812711.jpg,good,0,0.046999999998661224,1.464776355226432,2.1679109314589753,1.7566622132424528,2.1366951990167675,0.5703337074885417,0.568867551762679,0.5704823296269679,0.568876733935383,0.7696142444997203,0.7432300440095507,0.759054954768066,0.743644324474439,44.833314601281536,104.87451908226012,74.73538027891523,102.41641059845713,0.997584445682457,0.9943521629613855,0.9959737403160763,0.9944845401704632,2022.0,1984.0,1849.0,1905.0,2362.0,2523.0,2715.0,2652.0,2434.0,2279.0,2631.0,3200.0,3267.0,3344.0,2989.0,2440.0,2753.0,3636.0,4097.0,4406.0,3987.0,3396.0,2558.0,2915.0,4191.0,6832.0,6848.0,6729.0,6489.0,11652.0,63433.0,16076.0,1363.0,573.0,426.0
236,CAMERA 4_OZ/good/GOOD20230722203957528775.jpg,good,0,0.046999999998661224,1.4595867539754206,2.160739661542479,1.7433149765375453,2.1376882193394136,0.5712948619115032,0.5697483228492592,0.5713443024089535,0.5697400387784282,0.7728555118973344,0.7466657347501003,0.7621299878479768,0.7470877644779284,46.89530476286798,106.14473393500582,75.45950697338844,105.44643193453325,0.9974809178795988,0.9943009384671009,0.9959469076281497,0.9943384312933755,2069.0,1889.0,1716.0,1774.0,1914.0,2063.0,2300.0,2242.0,1968.0,2182.0,2563.0,2783.0,2987.0,3048.0,2803.0,2327.0,2548.0,3048.0,3271.0,3608.0,3945.0,3901.0,2759.0,2942.0,4398.0,6941.0,7016.0,7929.0,6258.0,9667.0,67649.0,18677.0,1528.0,589.0,398.0
237,CAMERA 4_OZ/good/GOOD20230722204005961526.jpg,good,0,0.031000000002677552,1.4706704456616302,2.176080113423809,1.7653634971319196,2.1522394728033776,0.5707745520117352,0.5694147788999228,0.570984720701427,0.5693887052049778,0.7690370111751177,0.7427447065569418,0.7581297579977985,0.7430635460480118,46.06023097475096,106.57544549358443,75.68444913319091,104.46877489179329,0.9974955680521749,0.9942079211419527,0.9958851858404586,0.9943224128261883,2111.0,1967.0,1881.0,1966.0,2191.0,2457.0,2746.0,2443.0,2203.0,2140.0,2511.0,2921.0,3137.0,3349.0,2970.0,2515.0,2598.0,3294.0,3881.0,4460.0,4100.0,3590.0,2344.0,2901.0,4027.0,7003.0,7127.0,6496.0,6669.0,11276.0,62363.0,16399.0,1526.0,651.0,475.0
238,CAMERA 4_OZ/good/GOOD20230722204013519408.jpg,good,0,0.046999999998661224,1.4627166406055878,2.1558267383368963,1.7491894225750968,2.128604284663562,0.5704059344822594,0.569014690459646,0.5705500536487635,0.5689060205891625,0.7696345639761945,0.7435187687704916,0.7582718980885078,0.7437491382720202,43.14664614284944,100.15676268856947,71.00315351275393,97.4459003670029,0.9976678192006547,0.9945888275951408,0.9961624663787224,0.9947352874346445,2092.0,1952.0,1848.0,1854.0,2140.0,2399.0,2590.0,2412.0,2063.0,2105.0,2380.0,2868.0,3204.0,3357.0,2945.0,2387.0,2546.0,3329.0,3846.0,4238.0,4274.0,3622.0,2522.0,2801.0,4087.0,7259.0,7077.0,7357.0,6096.0,9967.0,64007.0,17892.0,1504.0,592.0,423.0
